placeName,imageURL,description,address,province,latitude,longitude,openingHours,category,touristType,contact,entranceFee,socialMedia,highlight,travelInfo
ศูนย์ศึกษาการพัฒนาภูพานอันเนื่องมาจากพระราชดำริ,"https://source.unsplash.com/800x600/?สวนเกษตร, นันทนาการ,สกลนคร,thailand",ภาคตะวันออกเฉียงเหนือเป็นภาคที่มีพื้นที่กว้างใหญ่มากที่สุดของประเทศ โดยมีพื้นที่ถึง 106.4 ล้านไร่ คิดเป็นร้อยละ 33.1 ของพื้นที่ทั้งประเทศ ซึ่งประสบกับปัญหาหลักๆ 3 ประการ คือ ปัญหาเกี่ยวกับดิน ปัญหาด้านแหล่งน้ำและป่าไม้ และปัญหาด้านวิทยากร จากสภาพภูมิประเทศ และทรัพยากร ตลอดจนขนบธรรมเนียมประเพณีที่แตกต่างไปจากภาคอื่น จึงมีการศึกษาถึงปัญหาสภาพท้องถิ่น หรือวิถีชีวิตของราษฎรเพื่อจัดหารูปแบบการพัฒนาที่เหมาะสมกับภาคอีสาน ดังนั้น พระบาทสมเด็จพระเจ้าอยู่หัว ในหลวงรัชกาลที่ 9 จึงทรงคัดเลือกพื้นที่จัดตั้งศูนย์ฯ ด้วยตนเอง เพื่อเป็นพื้นที่ตัวแทนของภาคอีสานทั้งหมด ด้วยพื้นที่นี้มีลักษณะสภาพธรรมชาติ สิ่งแวดล้อม และวงจรทางชีวภาพที่คล้ายคลึงกับภูมิภาคโดยทั่วไปของภาคอีสาน ศูนย์ศึกษาการพัฒนาภูพานอันเนื่องมาจากพระราชดำริ จึงถือกำเนิดขึ้นเมื่อวันที่ 25 พฤศจิกายน 2525 เพื่อเป็นแบบจำลองของภาคอีสานและเป็นพื้นที่ส่วนย่อที่มีความเหมาะสมสอดคล้องกับการแก้ไขปัญหา ด้วยวิธีการต่างๆ เพื่อพัฒนาให้ภูมิภาคนี้เกิดความอุดมสมบูรณ์ยิ่งขึ้น,บ้านนานกเค้า 47000 สกลนคร เมืองสกลนคร ขมิ้น,สกลนคร,17.0995618,104.0389133,วันจันทร์-วันศุกร์ 08.30-16.30 น,,"สวนเกษตร, นันทนาการ",0 4274 7458-9 www.facebook.com/ศูนย์ศึกษาการพัฒนาภูพาน-อันเนื่องมาจากพระราชดำริ-265410423875783/,nan,nan,nan,nan
แหลมโนนวิเศษ,"https://source.unsplash.com/800x600/?ธรรมชาติ,กาฬสินธุ์,thailand",เป็นผืนดินที่ยื่นเข้าไปในอ่างเก็บน้ำเขื่อนลำปาว เป็นอีกหนึ่งจุดชมพระอาทิตย์อัสดงที่สวยงาม เดิมในปี พ.ศ. ๒๕๑๐ ที่มีการอพยพชาวบ้านจากตำบลโนนศิลามาอยู่ตำบลโนนบุรีในปัจจุบัน เนื่องจากมีการก่อสร้างเขื่อนลำปาวนั้น พื้นที่บริเวณแหลมโนนวิเศษ เป็นพื้นที่หนึ่งซึ่งนิคมสร้างตนเองลำปาวได้จัดสรรไว้เป็นพื้นที่ให้ประชาชนที่อพยพมาได้อยู่อาศัย มีลักษณะเป็นผืนดินยื่นเข้าไปในอ่างเก็บน้ำเขื่อนลำปาว และเป็นเนินดินสูงที่น้ำท่วมไม่ถึง จึงเป็นพื้นที่พิเศษที่เหมาะสมกับการอยู่อาศัยด้วยทำเลที่ตั้งและทัศนียภาพที่สวยงาม จนเป็นที่มาของชื่อ “แหลมโนนวิเศษ” ซึ่งคำว่า “โนน” เป็นภาษาถิ่น แปลว่า เนิน และคำว่า “วิเศษ” กร่อนมาจากคำว่า “พิเศษ” ซึ่งหมายถึงพื้นที่พิเศษ และยังเป็นคำที่มีความหมายดี ชาวบ้านจึงเรียกบริเวณแห่งนี้ว่า “แหลมโนนวิเศษ” เรื่อยมาจนปัจจุบัน,หมู่ 9 บ้านโนนวิเศษ 46140 กาฬสินธุ์ สหัสขันธ์ นามะเขือ,กาฬสินธุ์,16.7090826,103.4660525,06.30-20.00 น.,,ธรรมชาติ,"0 4381 1620, 0 4387 1146 www.nonburee.com",nan,nan,nan,nan
หมู่บ้านวัฒนธรรมผู้ไทยโคกโก่ง,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ,กาฬสินธุ์,thailand",เป็นหมู่บ้านขนาดเล็กอยู่เชิงเขามีชาวผู้ไทยอาศัยอยู่เป็นจำนวนมาก ตั้งอยู่ตำบลกุดหว้า ได้รับคัดเลือกจากจังหวัดให้เป็นหมู่บ้านนำร่องในด้านการท่องเที่ยวเชิงอนุรักษ์วัฒนธรรมชาวผู้ไท ซึ่งนักท่องเที่ยวสามารถพักแรมแบบโฮมสเตย์ เพื่อสัมผัสวิถีชีวิตและประเพณีของชาวบ้าน เช่น พิธีบายศรีสู่ขวัญ พิธีเหยา (การรักษาผู้ป่วย) รับประทานอาหารพื้นบ้านแบบพาแลง ชมการแสดงศิลปะพื้นบ้าน และเดินป่าศึกษาธรรมชาติพรรณไม้และพืชสมุนไพรท้องถิ่น ชมน้ำตกตาดสูง-ตาดยาว ตามเส้นทางเดินป่าในวนอุทยานภูผาวัว,หมู่ 5 บ้านโคกโก่ง 46110 กาฬสินธุ์ กุฉินารายณ์ กุดค้าว,กาฬสินธุ์,16.5324882,104.190052,ทุกวัน 09.00-17.00 น.,,"ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ",08 4742 5822 www.facebook.com/HmubanWathnthrrmPhuThiKhokKong,nan,nan,nan,nan
ศูนย์หัตถกรรมผู้ไทยหนองห้าง,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ,กาฬสินธุ์,thailand",ชาวบ้านบ้านหนองห้างมีการรวมกลุ่มทอผ้าฝ้าย ผ้าไหม และจักสานไม้ไผ่เป็นลวดลายผ้าขิต ฝีมือประณีตสวยงามมาก ผลิตภัณฑ์ได้แก่ กระเตาะ กระติ๊บ กระเป๋า และภาชนะต่าง ๆ,บ้านหนองห้าง 46110 กาฬสินธุ์ กุฉินารายณ์,กาฬสินธุ์,16.5645146,104.1037854,08.30-17.30 น.,,"ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ",08 9574 2613,nan,nan,nan,nan
น้ำตกผานางคอย,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,กาฬสินธุ์,thailand",เป็นน้ำตกที่มีต้นกำเนิดมาจากเทือกเขาภูพาน เป็นน้ำตกขนาดใหญ่บนภูเขา มีทั้งหมด ๓ ชั้น ชั้นที่ ๑ หรือชั้นล่างสุด เป็นชั้นที่อยู่ติดกับห้วย ใกล้ลานจอดรถ มีแอ่งน้ำที่สามารถลงเล่นน้ำได้ เมื่อเดินขึ้นเขาไปประมาณ ๑๕๐ เมตร จะถึง ชั้นที่ ๒ เป็นชั้นที่สวยงามกว่าชั้นอื่น ๆ โดยเฉพาะจุดที่มีน้ำไหลลงมาจากผาสูง ส่วนชั้นที่ ๓ อยู่ค่อนข้างห่างจากชั้นที่ ๒ มาก การเดินขึ้นค่อนข้างลำบาก นอกจากนั้นบนยอดผายังเป็นที่ตั้งของ วัดผาเจริญธรรม อีกด้วย ช่วงเวลาที่เหมาะสมสำหรับการเที่ยวชมน้ำตกผานางคอย คือช่วงฤดูฝน,บ้านนางาม 46160 กาฬสินธุ์ นาคู นาคู,กาฬสินธุ์,16.8466295,104.0210766,08.30 - 16.30 น.,,"น้ำตก, ธรรมชาติ",0 4381 1620,nan,nan,nan,nan
วนอุทยานภูแฝก,"https://source.unsplash.com/800x600/?ธรรมชาติ,กาฬสินธุ์,thailand",วนอุทยานภูแฝก (แหล่งรอยตีนไดโนเสาร์) ตั้งอยู่หมู่ ๖ บ้านน้ำคำ ตำบลภูแล่นช้าง ลักษณะภูมิประเทศเป็นภูเขาสลับกับเนินเขาไม่สูงนัก สภาพป่าเป็นป่าเต็งรังมีพันธุ์ไม้ชนิดต่าง ๆ เช่น ไม้มะค่าโมง ไม้เต็ง ไม้รัง ไม้ประดู่ มีสัตว์ป่าที่พบเห็นได้ง่าย เช่น กระรอก กระแต อีเห็น กระต่ายป่า เป็นต้น เมื่อเดือนพฤศจิกายน พ.ศ. ๒๕๓๙ เด็กหญิงสองคนพร้อมด้วยผู้ปกครองไปทานข้าวในวันหยุด ได้พบรอยประหลาดกลางลานหินลำห้วยเหง้าดู่ เชิงเขาภูแฝก บริเวณเทือกเขาภูพาน หลังจากนั้นได้แจ้งให้เจ้าหน้าที่นักธรณีวิทยาพร้อมด้วยส่วนราชการและเอกชนในจังหวัดกาฬสินธุ์ ได้เดินทางไปสำรวจจึงพบว่าเป็นรอยตีนไดโนเสาร์ ประเภทเทอร์โรพอด ๗ รอย จัดอยู่ในกลุ่มคาร์โนซอร์ชนิดกินเนื้อ อายุประมาณ ๑๔๐ ล้านปี ปัจจุบันนั้นเห็นชัดเจนเพียง ๔ รอย โดยรอยตีนไดโนเสาร์นั้นถูกค้นพบบนพลาญหินที่เป็นทางน้ำ ฝังอยู่ในผิวหน้าของชั้นหินทรายที่แกร่งของหมวดหินพระวิหาร ซึ่งตามลำดับชั้นหินจะวางตัวอยู่ใต้ชั้นหินของหมวดหินเสาขัว ซึ่งเป็นชั้นหินที่พบกระดูกไดโนเสาร์มากที่สุดของประเทศไทย จากการพบรอยตีนไดโนเสาร์ทำให้ทราบว่าชั้นหินทรายในบริเวณนี้ในอดีต มีสภาพเป็นหาดทรายริมน้ำ เป็นที่ที่ไดโนเสาร์เดินผ่าน หรือเที่ยวหากินอยู่ในบริเวณหาดทรายชุ่มน้ำนี้ รอยตีนที่เกิดขึ้นไม่ได้ถูกคลื่นซัดให้ลบเลือน โดยอาจโผล่พ้นน้ำ ทำให้แดดเผาจนคงรูปร่างอยู่ หลังจากนั้นกระแสน้ำได้พัดพาเอาตะกอนมาปิดทับลงไปเป็นชั้นตะกอนใหม่ รอยตีนนั้นจึงยังคงอยู่ในชั้นตะกอนเดิม ต่อมาชั้นตะกอนแข็งตัวกลายเป็นหิน รอยตีนนั้นจึงปรากฏอยู่ในชั้นหินนั้น ปัจจุบันธรรมชาติได้ทำลายชั้นหินส่วนที่ปิดทับรอยตีนออกไป จึงเผยให้เห็นรอยตีนที่ไดโนเสาร์ได้ทิ้งเอาไว้,หมู่ 6 บ้านน้ำคำ 46000 กาฬสินธุ์ นาคู นาคู,กาฬสินธุ์,16.78,104.031667,ทุกวัน 08.30-16.30 น.,,ธรรมชาติ,08 1862 4446 https://www.facebook.com/วนอุทยานภูแฝก-จังหวัดกาฬสินธุ์-275475929750623/?ref=page_internal,0.0 0.0 0.0 0.0,nan,nan,nan
พิพิธภัณฑ์ของดีเมืองกาฬสินธุ์,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม,กาฬสินธุ์,thailand",แหล่งจัดแสดงความเป็นมาของการก่อตั้งเมืองกาฬสินธุ์ พร้อมเอกลักษณ์ความโดดเด่นทางด้านวิถีวัฒนธรรมและผ้าไหมแพรวา ตั้งอยู่ที่ศาลากลางจังหวัดกาฬสินธุ์ (หลังเดิม) ผู้ว่าราชการจังหวัดกาฬสินธุ์ (นายชัยรัตน์ มาปราณีต) ได้จัดตั้งขึ้นเพื่อให้เป็นศูนย์รวมของดีเมืองกาฬสินธุ์ แบ่งการจัดแสดงออกเป็นหลายห้อง เช่น ห้องวิถีชีวิตชาวผู้ไทย ห้องพิพิธภัณฑ์แพรวาเฉลิมพระเกียรติ ห้องวัฒนธรรมภาพนิทัศน์ ห้องเจ้าเมือง เป็นต้น,อาคารศาลากลางจังหวัด(หลังเก่า) สุรินทร์ 46000 กาฬสินธุ์ เมืองกาฬสินธุ์ กลางหมื่น,กาฬสินธุ์,16.432456,103.50684,จันทร์-ศุกร์ เวลา 08.00 - 16.30 น.,,"ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม",0 4381 5806 043-815 805-6 https://www.museumthailand.com/th/museum/kalasinmuseum,0.0 0.0 0.0 0.0,nan,nan,nan
วงเวียนโปงลาง,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, วัฒนธรรม,กาฬสินธุ์,thailand",ตั้งตระหง่านเป็นสัญลักษณ์เมืองกำเนิดโปงลาง เครื่องดนตรี โดยศิลปินแห่งชาติ นายเปลื้อง ฉายรัศมี ผู้ประดิษฐ์ขึ้นจากเกราะหรือกะลอสมัยโบราณนำมาประยุกต์ทำเป็นไม้ 13 ท่อน,46000 กาฬสินธุ์ เมืองกาฬสินธุ์,กาฬสินธุ์,16.433578,103.508439,nan,,"ประวัติศาสตร์, วัฒนธรรม",nan,nan,nan,nan,nan
สวนพฤกษศาสตร์วรรณคดีภาคตะวันออกเฉียงเหนือ,"https://source.unsplash.com/800x600/?ธรรมชาติ,ร้อยเอ็ด,thailand","เป็นโครงการสวนพฤกษศาสตร์ในวรรณคดีประจำภาคตะวันออกเฉียงเหนือ ตั้งอยู่ในบริเวณป่าสงวนแห่งชาติดงมะอี่ ตำบลผาน้ำย้อย ห่างจากตัวจังหวัดประมาณ 85 กิโลเมตร มีเนื้อที่ประมาณ 1,000 ไร่ เป็นเนื้อที่สำหรับปลูกต้นไม้แบ่งตามวรรณคดี เช่น เรื่องพระเวสสันดร ขุนช้างขุนแผน ลิลิตพระลอ ลิลิตตะเลงพ่าย ลานพุทธประวัติ ฯลฯ นอกจากนี้ยังมีสมุนไพรแยกตามสรรพคุณ บริเวณสวนมีสภาพภูมิประเทศสวยงาม",ป่าสงวนแห่งชาติดงมะอี่ 45210 ร้อยเอ็ด หนองพอก กกโพธิ์,ร้อยเอ็ด,16.3845057,104.3138501,-,,ธรรมชาติ,043-625555,nan,nan,nan,nan
วนอุทยานผาน้ำย้อย,"https://source.unsplash.com/800x600/?ธรรมชาติ,ร้อยเอ็ด,thailand","ผาหินขนาดใหญ่ที่มีน้ำไหลซึมตลอดปีคล้ายน้ำที่ไหลลงมาจากชายคา ตั้งอยู่บนภูเขียว ภูเขาที่แบ่งพรมแดนระหว่างอำเภอหนองสูง จังหวัดมุกดาหาร และอำเภอกุฉินารายณ์ จังหวัดกาฬสินธุ์ มีเนื้อที่กว้างใหญ่กว่า 20,000 ไร่ เต็มไปด้วยป่าไม้เนื้อแข็งที่อุดมสมบูรณ์ไปด้วยสัตว์ป่า อย่าง หมูป่า เก้ง กวาง และไก่ป่า ผาน้ำย้อยอยู่สูงจากระดับพื้นดิน 200 เมตร และสูงกว่าระดับน้ำทะเลถึง 380-500 เมตร นอกจากนี้บนเขาลูกนี้ยังมี วัดผาน้ำทิพย์เทพประสิทธิ์วนาราม สร้างอยู่บริเวณพื้นที่ไหล่เขา บนเนื้อที่กว่า 2,500 ไร่ โดยวัดมีพระอาจารย์ศรีมหาวิโร ลูกศิษย์ของพระอาจารย์มั่น ภูริทัตโต เป็นผู้ดำเนินการก่อสร้าง",บ้านโคกกลาง หมู่ 6 หมู่บ้านท่าสะอาด 45210 ร้อยเอ็ด หนองพอก,ร้อยเอ็ด,16.3165745,104.3166468,ทุกวัน 06.00-18.00 น.,,ธรรมชาติ,"0 43579 044, 0 4362 5555",0.0 0.0 0.0 0.0,nan,nan,nan
เขตห้ามล่าสัตว์ป่าถ้ำผาน้ำทิพย์,"https://source.unsplash.com/800x600/?ธรรมชาติ,ร้อยเอ็ด,thailand","เขตห้ามล่าสัตว์ป่าถ้ำผาน้ำทิพย์ ตั้ง อยู่ในพื้นที่อำเภอหนองพอก มีพื้นที่ครอบคลุมราว 151,242 ไร่ สภาพพื้นที่ส่วนใหญ่เป็นเทือกเขาหินทรายสูงชันสลับซับซ้อน ภายในพื้นที่เป็นป่าที่มีความอุดมสมบูรณ์และมีความหลากหลายสูง สำหรับจุดท่องเที่ยวที่น่าสนใจในบริเวณเขตห้ามล่าฯ คือ ผาพยอม ซึ่งเป็นจุดที่ใช้สำหรับชมพระอาทิตย์ขึ้น และผาน้ำทิพย์ซึ่งเป็นจุดที่ใช้ชมพระอาทิตย์ตกดิน นอกจากนี้ยังมีเส้นทางเดินศึกษาธรรมชาติ 2 เส้นทาง ระยะทาง 2 กิโลเมตร และ 3 กิโลเมตร ที่นักท่องเที่ยวที่ชื่นชอบการเดินป่าศึกษาธรรมชาติสามารถเดินเองได้",45210 ร้อยเอ็ด หนองพอก กกโพธิ์,ร้อยเอ็ด,16.3960891,104.3098087,ทุกวัน 08.30-16.30 น.,,ธรรมชาติ,09 4297 7404,20.0 10.0 200.0 100.0,nan,nan,nan
วัดถ้ำผาน้ำทิพย์เทพประสิทธิ์วนาราม,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม,ร้อยเอ็ด,thailand",วัดผาน้ำทิพย์เทพประสิทธิ์วนาราม หรือ ผาน้ำย้อย มีที่มาของชื่อมาจากการที่มีน้ำย้อยลงจากหน้าผาตลอดปีไม่มีหยุด ถือเป็นพุทธอุทยานอีสานพื้นที่กว้างใหญ่ ตั้งอยู่ที่บ้านโคกกลาง ตำบลผาน้ำย้อย อำเภอหนองพอก และกลายเป็นที่รู้จักกันดีในฐานะเป็นวัดที่ประดิษฐานพระมหาเจดีย์ชัยมงคลมาเป็นเวลานาน จนภายหลังได้แยกการจัดตั้งเป็นวัดเจดีย์ชัยมงคลขึ้น แต่จนถึงวันนี้หลายคนก็ยังคงเรียกพระมหาเจดีย์ชัยมงคลว่า วัดผาน้ำทิพย์ จนติดปาก,บ้านโคกกลาง 45210 ร้อยเอ็ด หนองพอก,ร้อยเอ็ด,16.3268091,104.3148609,ทุกวัน 24 ชั่วโมง,,"ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม",08 9940 7630,0.0 0.0 0.0 0.0,nan,nan,nan
แหลมพยอม,"https://source.unsplash.com/800x600/?ธรรมชาติ,ร้อยเอ็ด,thailand",เป็นสถานที่พักผ่อนหย่อนใจ อยู่บริเวณทิศตะวันออกของบึงโพนทอง ซึ่งเป็นแหล่งน้ำกว้างใหญ่ มีเนื้อที่ประมาณ 20 ไร่,บ้านเกษตร สายโพนทอง-หนองพอก 45110 ร้อยเอ็ด โพนทอง คำนาดี,ร้อยเอ็ด,16.3,103.978056,เปิดตลอด,,ธรรมชาติ,-,nan,nan,nan,nan
ปรางค์กู่,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม,ยโสธร,thailand",ปรางค์กู่ คือ กลุ่มอาคารที่มีลักษณะแบบเดียวกับอโรคยาศาลตามที่ปรากฏในจารึกปราสาทตาพรหมอันประกอบด้วยปรางค์ประธาน บรรณาลัย กำแพงพร้อมซุ้มประตูและสระน้ำนอกกำแพง โดยทั่วไปนับว่าคงสภาพเดิมพอควร โดยเฉพาะปรางค์ประธานชั้นหลังคาคงเหลือ 3ชั้น และมีฐานบัวยอดปรางค์อยู่ตอนบน อาคารอื่น ๆ แม้หักพังแต่ทางวัดก็ได้จัดบริเวณให้ดูร่มรื่นสะอาดตา นอกจากนี้ภายในกำแพงด้านหน้าทางทิศตะวันออกเฉียงใต้ยังพบโบราณวัตถุอีกหลายชิ้นวางเก็บรักษาไว้ใต้อาคารไม้ ได้แก่ ทับหลังหินทราย สลักเป็นภาพบุคคลนั่งบนหลังช้างหรือวัว ภายในซุ้มเรือนแก้วหน้ากาล จากการสอบถามเจ้าอาวาสวัดศรีรัตนาราม กล่าวว่าเป็นทับหลังหน้าประตูมุขของปรางค์ประธาน เสากรอบประตู 2ชิ้น ชิ้นหนึ่งมีภาพสลักรูปฤาษีที่โคนเสาศิวลึงค์ขนาดใหญ่พร้อมฐานที่ได้จากทุ่งนาด้านนอกออกไป และชิ้นส่วนบัวยอดปรางค์ ซึ่งถูกดัดแปลงเป็นฐานของพระสังกัจจายน์ปูนปั้น สร้างขึ้นราวพุทธศตวรรษที่ 18,บ้านยางกู่ ร้อยเอ็ด-ยโสธร 45170 ร้อยเอ็ด ธวัชบุรี เขวาทุ่ง,ยโสธร,16.038611,103.746944,08.00 - 17.00 น.,,"ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม",0 4354 5858,nan,nan,nan,nan
บ้านหวายหลึม,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม,ยโสธร,thailand",บ้านหวายหลึมเป็นหมู่บ้านเล็ก ๆ ของอำเภอทุ่งบางหลวง จังหวัดร้อยเอ็ด หมู่บ้านแห่งนี้มีชื่อเสียงโด่งดังมานานว่าเป็นหมู่บ้านหัตถกรรมผ้าไหมทอมือฝีมือประณีตงดงามยิ่งนัก ชาวบ้านหวายหลึมปลูกหม่อนเลี้ยงไหมเป็นอาชีพเสริมรองจากการทำนามาช้านาน ได้รับคัดเลือกให้เป็นหมู่บ้านในโครงการหนึ่งตำบลหนึ่งผลิตภัณฑ์ ซึ่งเป็นหมู่บ้านทอผ้าไหมที่มีชื่อเสียงของจังหวัดร้อยเอ็ด อีกทั้งเป็นศูนย์รวมและจำหน่ายหัตถกรรมพื้นบ้าน อาทิ กระเป๋า ผ้าฝ้าย เสื้อผ้าสำเร็จรูป,84 หมู่ 3 บ้านหวายลืม ร้อยเอ็ด-ยโสธร 45170 ร้อยเอ็ด ทุ่งเขาหลวง,ยโสธร,16.0306094,103.8813355,ทุกวัน 08.00-17.00 น.,,"ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม",0 4355 0191,0.0 0.0 0.0 0.0,nan,nan,nan
วัดป่าโนนสวรรค์,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,ร้อยเอ็ด,thailand",เป็นวัดขนาดใหญ่สร้างมาจากนิมิตของเจ้าอาวาส โดยใช้หม้อดินของชาวบ้านมาประดับตกแต่งจึงดูสวยงามแปลกตา เจดีย์ประธานหลายชั้นทางเข้าจะเป็นปากหนุมานแต่ละชั้นจะมีจิตรกรรมฝาผนังเกี่ยวกับพระพุทธเจ้า ซุ้มประตูวัดมีเต่ายักษ์ 2 ตัว ดูคล้ายศิลปะทางขอมและอินเดีย,บ้านเทอดไทย 45170 ร้อยเอ็ด ทุ่งเขาหลวง ทุ่งเขาหลวง,ร้อยเอ็ด,15.974518,103.8524765,08.00 - 17.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม","081 969 7021 , 081-060-0723",nan,nan,nan,nan
บ่อพันขันรัตนโสภณ,"https://source.unsplash.com/800x600/?ธรรมชาติ,ร้อยเอ็ด,thailand",ตั้งอยู่ในเขตวัดบ่อพันขันรัตนโสภณ เป็นอุทยานการศึกษาเฉลิมพระเกียรติ 50 ปี และเป็นที่ประดิษฐานพระพุทธสหัสขันธมหามุนีนาถซึ่งมีความสวยงามเป็นที่เคารพบูชาของชาวร้อยเอ็ด,บ้านหนองคูณ 45140 ร้อยเอ็ด หนองฮี ดูกอึ่ง,ร้อยเอ็ด,15.610278,103.990556,08.00 - 17.00 น.,,ธรรมชาติ,-,nan,nan,nan,nan
วัดประชาคมวนาราม,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,ร้อยเอ็ด,thailand",สร้างโดยหลวงปู่ศรี มหาวีโร มีเจดีย์ขนาดใหญ่ทำจากหินทรายธรรมชาติเป็นแห่งแรกในประเทศไทย เหตุที่หลวงปู่ศรี ท่านมีดำริให้สร้างพระเจดีย์หิน เนื่องจากเมื่อพ.ศ. 2531 หลวงปู่ได้ไปปฏิบัติศาสนกิจ ณ มหาเจดีย์บุโรพุทโธ หรือ โบโรบูโดร์ และได้ประทับใจในความยิ่งใหญ่อลังการของมหาเจดีย์แห่งนี้ จึงได้เล่าให้คณะศิษย์ฟัง ต่อมาใน ปี พ.ศ. 2535 การก่อสร้างจึงเริ่มขึ้น จนกระทั่งแล้วเสร็จเมื่อวันที่ 28 ตุลาคม 2547 มีพิธียกยอดเจดีย์ทองคำแท้หนัก 101 ขึ้นประดิษฐาน ภายในพระเจดีย์เป็นที่ประดิษฐาน พระบรมสารีริกธาตุอยู่จุดศูนย์กลางของเจดีย์ ผนังแกะสลักเรื่องราวพระพุทธประวัติและเวสสันดรชาดก รวมทั้งประวัติของหลวงปู่ศรีและรูปบูรพาจารย์,80 หมู่ 11 45000 ร้อยเอ็ด ศรีสมเด็จ,ร้อยเอ็ด,15.987222,103.510833,08.00 - 17.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",http://www.watpakung.org/,nan,nan,nan,nan
อนุสาวรีย์พระขัติยะวงษา (ทน),"https://source.unsplash.com/800x600/?ประวัติศาสตร์, วัฒนธรรม,ร้อยเอ็ด,thailand",พระขัติยะวงษา (ทน) เป็นบุตรท้าวจารย์แก้ว ได้รับการสถาปนาเป็นเจ้าเมืองร้อยเอ็ดคนแรก เมื่อ พ.ศ. 2318 ในรัชสมัยพระเจ้าตากสินมหาราช เป็นผู้นำในการสร้างบ้านแปงเมือง โดยอพยพผู้คนจากเมืองท่งมาตั้งรกรากที่เมืองกุ่มร้าง หรือเมืองร้อยเอ็ด ถือได้ว่าท่านเป็นผู้มีความสามารถในการปกครอง ได้รวบรวมผู้คนบูรณะฟื้นฟูและทะนุบำรุงเมืองร้อยเอ็ดจนเป็นปึกแผ่นเจริญรุ่งเรืองในที่สุด,45000 ร้อยเอ็ด เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0256838,103.6131203,nan,,"ประวัติศาสตร์, วัฒนธรรม",nan,nan,nan,nan,nan
สถานแสดงพันธุ์สัตว์น้ำเทศบาลเมืองร้อยเอ็ด,"https://source.unsplash.com/800x600/?พิพิธภัณฑ์, สวนเกษตร, นันทนาการ,ร้อยเอ็ด,thailand",พิพิธภัณฑ์สถานแสดงพันธุ์ปลาน้ำจืด เพื่อการศึกษา และท่องเที่ยวสำคัญของจังหวัดร้อยเอ็ด เป็นสถานแสดงพันธุ์สัตว์น้ำแห่งแรกและแห่งเดียวในภาคอีสาน มีลักษณะเป็นอาคารสองหลังเชื่อมกัน ภายในมีส่วนแสดงพันธุ์สัตว์น้ำ ที่จัดแสดงอยู่ภายในตู้ปลาขนาดเล็กและขนาดใหญ่รอบ ๆ อาคาร รวมถึงยังมีอุโมงค์แก้วให้สามารถเดินรอดเพื่อชมบรรยากาศและถ่ายรูปได้ โดยปลาที่จัดแสดงที่นี่ส่วนใหญ่เป็นปลาท้องถิ่นจากแม่น้ำโขง ชี มูล,เทวาพิบาล 45000 ร้อยเอ็ด เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0557932,103.6503247,วันอังคาร-อาทิตย์ 08.30–16.30 น. ปิดทำการ วันจันทร์,,"พิพิธภัณฑ์, สวนเกษตร, นันทนาการ",0 4351 1286  www.facebook.com/ศูนย์แสดงพันธุ์สัตว์น้ำเทศบาลเมืองร้อยเอ็ด-181326465365267/about/?ref=page_internal,0.0 0.0 0.0 0.0,nan,nan,nan
